,assists,blocks,date,defensive_rebounds,field_goal_attempts,field_goals,first_name,free_throw_attempts,free_throws,is_home,last_name,offensive_rebounds,opponent,personal_fouls,points,seconds_played,steals,team,three_point_field_goal_attempts,three_point_field_goals,total_rebounds,turnovers
30,4,0,2017-10-18,5,13,6,Kemba,13,11,False,Walker,1,DET,1,24,2126.0,0,CHO,3,1,6,4
31,3,2,2017-10-18,6,16,7,Thaddeus,2,2,True,Young,5,BRK,3,17,2000.0,2,IND,5,1,11,2
32,2,1,2017-10-18,3,8,7,Dejounte,2,2,True,Murray,2,MIN,4,16,1524.0,2,SAS,0,0,5,2
33,8,0,2017-10-18,4,10,5,Reggie,3,3,True,Jackson,1,CHO,2,13,1630.0,1,DET,1,0,5,0
34,6,0,2017-10-18,7,12,6,Terry,0,0,True,Rozier,0,MIL,4,15,1608.0,2,BOS,5,3,7,0
35,1,0,2017-10-18,3,7,7,Domantas,3,2,True,Sabonis,4,BRK,3,16,1153.0,0,IND,0,0,7,1
36,2,2,2017-10-18,6,10,5,Kelly,3,1,True,Oubre,2,PHI,2,14,1949.0,2,WAS,6,3,8,0
37,1,1,2017-10-18,11,15,8,Karl-Anthony,2,2,False,Towns,2,SAS,4,18,2070.0,2,MIN,1,0,13,2
38,6,0,2017-10-18,5,6,4,Joe,0,0,True,Ingles,0,DEN,3,11,1958.0,2,UTA,5,3,5,0
39,4,0,2017-10-18,6,11,5,Terrence,2,2,True,Ross,0,MIA,0,15,1872.0,2,ORL,7,3,6,1
40,4,0,2017-10-18,1,10,6,Malcolm,4,4,False,Brogdon,0,BOS,2,19,2486.0,0,MIL,5,3,1,2
41,10,0,2017-10-18,1,12,6,Dennis,4,3,True,Smith,2,ATL,2,16,1794.0,0,DAL,4,1,3,3
42,3,0,2017-10-18,4,7,5,Gary,1,1,False,Harris,1,UTA,2,14,2146.0,1,DEN,3,3,5,1
43,6,0,2017-10-18,2,19,6,Goran,4,4,False,Dragic,3,ORL,0,17,1837.0,1,MIA,4,1,5,0
44,3,0,2017-10-18,4,11,6,Jaylen,5,4,True,Brown,1,MIL,6,18,1689.0,0,BOS,3,2,5,0
45,0,0,2017-10-18,4,11,6,Langston,1,1,True,Galloway,0,CHO,0,16,1481.0,3,DET,6,3,4,1
46,4,2,2017-10-18,5,11,6,Al,1,1,True,Horford,1,MIL,3,13,2007.0,3,BOS,2,0,6,2
47,2,0,2017-10-18,4,4,3,Rondae,8,8,False,Hollis-Jefferson,0,IND,3,14,1654.0,1,BRK,0,0,4,1
48,5,0,2017-10-18,3,7,4,J.J.,2,2,True,Barea,0,ATL,1,13,1086.0,0,DAL,5,3,3,0
49,1,0,2017-10-18,2,10,6,John,3,2,False,Collins,3,DAL,1,14,1344.0,2,ATL,0,0,5,1
50,4,2,2017-10-18,8,9,3,Andre,2,2,True,Drummond,5,CHO,3,8,1341.0,1,DET,0,0,13,0
51,2,0,2017-10-18,4,9,5,Rudy,4,4,True,Gay,1,MIN,3,14,1422.0,1,SAS,1,0,5,0
52,0,0,2017-10-18,1,10,7,Alec,0,0,True,Burks,0,DEN,1,16,922.0,1,UTA,2,2,1,0
53,6,1,2017-10-18,2,6,3,Jeff,5,4,False,Teague,0,SAS,1,11,1494.0,1,MIN,2,1,2,1
54,3,1,2017-10-18,12,15,7,Joel,4,4,False,Embiid,1,WAS,2,18,1617.0,0,PHI,4,0,13,4
55,1,1,2017-10-18,7,9,7,Rudy,4,4,True,Gobert,3,DEN,4,18,2101.0,0,UTA,0,0,10,6
56,9,1,2017-10-18,3,12,6,Elfrid,2,0,True,Payton,0,MIA,2,13,1903.0,3,ORL,1,1,3,4
57,1,1,2017-10-18,7,5,3,Allen,5,4,False,Crabbe,0,IND,2,12,1607.0,2,BRK,3,2,7,2
58,4,0,2017-10-18,4,17,8,Buddy,0,0,True,Hield,1,HOU,5,19,1969.0,1,SAC,7,3,5,2
59,2,2,2017-10-18,4,16,7,Danny,0,0,True,Green,0,MIN,2,17,1962.0,2,SAS,7,3,4,2
60,3,0,2017-10-18,3,23,7,Eric,8,7,False,Gordon,1,SAC,2,25,2089.0,0,HOU,13,4,4,3
61,1,1,2017-10-18,9,9,5,Kyle,2,1,True,Anderson,0,MIN,1,12,1781.0,0,SAS,1,1,9,0
62,4,1,2017-10-18,2,10,4,Cory,2,2,True,Joseph,1,BRK,1,11,1480.0,2,IND,2,1,3,1
63,5,1,2017-10-18,2,5,3,Jamal,4,4,False,Crawford,1,SAS,1,10,1445.0,0,MIN,1,0,3,2
64,3,0,2017-10-18,3,6,4,Shabazz,0,0,False,Napier,0,PHO,2,10,1362.0,2,POR,2,2,3,1
65,10,0,2017-10-18,5,9,3,Ricky,3,2,True,Rubio,0,DEN,1,9,1906.0,2,UTA,5,1,5,3
66,0,1,2017-10-18,1,7,5,Brandan,2,0,True,Wright,3,NOP,2,10,1605.0,2,MEM,0,0,4,0
67,3,2,2017-10-18,7,13,4,Aaron,6,5,True,Gordon,2,MIA,4,14,2053.0,0,ORL,2,1,9,1
68,4,0,2017-10-18,0,12,5,Jeremy,7,7,False,Lin,0,IND,3,18,1511.0,0,BRK,2,1,0,3
69,3,1,2017-10-18,3,8,4,Evan,4,3,False,Turner,1,PHO,2,12,1520.0,1,POR,1,1,4,2
70,1,0,2017-10-18,4,10,5,Henry,1,1,True,Ellenson,0,CHO,2,13,973.0,1,DET,4,2,4,0
71,2,0,2017-10-18,4,10,4,Jeremy,8,7,False,Lamb,0,DET,2,15,1701.0,1,CHO,3,0,4,2
72,0,1,2017-10-18,6,11,5,Otto,0,0,True,Porter,2,PHI,3,10,1990.0,3,WAS,3,0,8,0
73,0,0,2017-10-18,1,8,3,Jodie,7,7,True,Meeks,0,PHI,0,14,1143.0,0,WAS,2,1,1,0
74,0,1,2017-10-18,6,4,2,Dante,3,2,False,Cunningham,3,MEM,1,7,1551.0,1,NOP,3,1,9,0
75,5,0,2017-10-18,6,12,5,Wesley,0,0,True,Matthews,2,ATL,4,15,2227.0,1,DAL,9,5,8,5
76,1,0,2017-10-18,2,10,5,Joe,2,2,True,Johnson,2,DEN,3,13,1173.0,1,UTA,4,1,4,1
77,4,0,2017-10-18,4,14,7,Derrick,0,0,True,Favors,0,DEN,4,14,1707.0,1,UTA,1,0,4,1
78,3,0,2017-10-18,6,13,3,Harrison,9,8,True,Barnes,1,ATL,0,14,2283.0,1,DAL,6,0,7,2
79,0,1,2017-10-18,4,7,4,Ed,2,2,False,Davis,3,PHO,1,10,833.0,0,POR,0,0,7,1
80,1,2,2017-10-18,14,9,5,Dwight,2,0,False,Howard,1,DET,2,10,1887.0,1,CHO,0,0,15,3
81,4,3,2017-10-18,5,8,3,Pau,0,0,True,Gasol,2,MIN,1,7,1728.0,0,SAS,3,1,7,1
82,1,0,2017-10-18,5,5,4,Greg,4,2,False,Monroe,1,BOS,3,10,1009.0,0,MIL,0,0,6,0
83,1,0,2017-10-18,1,10,4,Matthew,5,5,False,Dellavedova,0,BOS,2,15,1589.0,0,MIL,4,2,1,1
84,4,3,2017-10-18,8,18,6,Marc,0,0,True,Gasol,3,NOP,6,14,1762.0,0,MEM,5,2,11,2
85,8,1,2017-10-18,2,9,5,James,4,1,False,Johnson,2,ORL,5,11,1122.0,1,MIA,2,0,4,4
86,6,0,2017-10-18,7,17,6,Khris,2,2,False,Middleton,2,BOS,4,15,2606.0,2,MIL,5,1,9,5
87,2,1,2017-10-18,9,4,2,Al-Farouq,0,0,False,Aminu,3,PHO,1,5,1662.0,0,POR,2,1,12,1
88,1,0,2017-10-18,2,10,7,Avery,1,1,True,Bradley,0,CHO,4,15,1399.0,0,DET,0,0,2,2
89,4,1,2017-10-18,3,7,2,Manu,4,4,True,Ginobili,0,MIN,2,9,1248.0,1,SAS,4,1,3,1
90,3,0,2017-10-18,2,11,6,George,4,3,True,Hill,1,HOU,3,16,1955.0,0,SAC,2,1,3,4
91,3,0,2017-10-18,3,10,5,Jerryd,0,0,False,Bayless,0,WAS,4,13,1672.0,1,PHI,7,3,3,2
92,1,0,2017-10-18,1,10,5,Mike,0,0,True,James,1,POR,1,12,636.0,1,PHO,3,2,2,1
93,3,0,2017-10-18,5,7,3,Kelly,3,3,False,Olynyk,0,ORL,4,10,1260.0,0,MIA,2,1,5,0
94,2,4,2017-10-18,6,2,2,John,2,1,False,Henson,0,BOS,2,5,1033.0,0,MIL,0,0,6,1
95,1,0,2017-10-18,3,5,3,Nene,3,3,False,Hilario,1,SAC,2,9,1057.0,1,HOU,0,0,4,1
96,2,1,2017-10-18,3,17,6,Devin,0,0,True,Booker,2,POR,2,12,1624.0,2,PHO,3,0,5,0
97,5,0,2017-10-18,2,15,7,De'Aaron,0,0,True,Fox,2,HOU,2,14,1416.0,0,SAC,2,0,4,3
98,4,1,2017-10-18,0,17,7,Dion,0,0,False,Waiters,0,ORL,1,15,2298.0,2,MIA,6,1,0,3
99,1,1,2017-10-18,8,10,4,Taurean,2,2,False,Waller-Prince,2,DAL,2,10,1551.0,0,ATL,0,0,10,1
100,2,0,2017-10-18,3,8,4,Justise,2,1,False,Winslow,1,ORL,2,10,1396.0,1,MIA,1,1,4,1
101,1,0,2017-10-18,5,15,7,Paul,5,4,False,Millsap,1,UTA,3,19,2010.0,0,DEN,5,1,6,5
102,0,0,2017-10-18,4,7,2,Ryan,4,4,False,Anderson,1,SAC,1,10,1541.0,0,HOU,7,2,5,0
103,4,1,2017-10-18,2,15,5,Caris,1,1,False,LeVert,0,IND,3,12,1665.0,2,BRK,4,1,2,1
104,4,0,2017-10-18,2,10,4,J.J.,0,0,False,Redick,0,WAS,4,12,1943.0,1,PHI,8,4,2,2
105,2,0,2017-10-18,2,7,3,Thabo,1,1,True,Sefolosha,0,DEN,0,7,1230.0,2,UTA,2,0,2,0
106,4,0,2017-10-18,4,13,4,Marcus,6,1,True,Smart,3,MIL,4,12,1940.0,3,BOS,7,3,7,3
107,2,0,2017-10-18,0,7,3,Yogi,0,0,True,Ferrell,0,ATL,2,9,1896.0,1,DAL,4,3,0,0
108,4,0,2017-10-18,1,11,5,E'Twaun,1,1,False,Moore,1,MEM,3,11,2063.0,1,NOP,2,0,2,2
109,0,1,2017-10-18,3,4,2,Ersan,2,2,False,Ilyasova,3,DAL,5,6,1427.0,1,ATL,1,0,6,0
110,0,1,2017-10-18,8,5,3,Cody,2,2,False,Zeller,1,DET,2,8,1404.0,0,CHO,0,0,9,2
111,1,1,2017-10-18,5,6,3,DeAndre',0,0,False,Bembry,1,DAL,0,6,1065.0,2,ATL,1,0,6,2
112,1,0,2017-10-18,2,8,3,Nemanja,2,2,False,Bjelica,1,SAS,0,9,766.0,0,MIN,2,1,3,0
113,1,3,2017-10-18,5,6,3,Dewayne,4,3,False,Dedmon,2,DAL,2,9,1536.0,0,ATL,0,0,7,4
114,2,0,2017-10-18,0,2,2,James,0,0,True,Ennis,1,NOP,0,5,1115.0,0,MEM,1,1,1,0
115,0,2,2017-10-18,5,3,2,Jonathan,0,0,True,Isaac,3,MIA,3,4,1017.0,0,ORL,1,0,8,0
116,3,0,2017-10-18,3,7,3,Kent,0,0,False,Bazemore,1,DAL,2,7,1598.0,1,ATL,1,1,4,1
117,3,0,2017-10-18,3,7,3,Caleb,1,1,False,Swanigan,1,PHO,2,8,1050.0,1,POR,1,1,4,2
118,1,0,2017-10-18,3,3,2,Julyan,0,0,False,Stone,0,DET,3,6,754.0,2,CHO,3,2,3,1
119,3,0,2017-10-18,1,7,1,Garrett,2,2,True,Temple,0,HOU,2,5,1794.0,4,SAC,6,1,1,0
120,1,1,2017-10-18,1,9,5,Markelle,2,0,False,Fultz,2,WAS,0,10,1074.0,0,PHI,0,0,3,2
121,1,0,2017-10-18,10,9,5,Skal,2,2,True,Labissiere,0,HOU,1,12,1966.0,0,SAC,0,0,10,5
122,0,0,2017-10-18,2,2,2,Chandler,5,1,True,Parsons,2,NOP,2,6,916.0,1,MEM,1,1,4,0
123,0,0,2017-10-18,0,9,5,Bojan,3,3,True,Bogdanovic,0,BRK,2,14,1764.0,0,IND,3,1,0,3
124,2,0,2017-10-18,7,12,4,DeMarre,2,1,False,Carroll,2,IND,2,10,1651.0,1,BRK,5,1,9,2
125,1,1,2017-10-18,2,3,3,Ian,0,0,True,Mahinmi,2,PHI,4,6,814.0,0,WAS,0,0,4,1
126,3,1,2017-10-18,1,19,6,Lance,5,2,True,Stephenson,0,BRK,3,16,1451.0,1,IND,9,2,1,1
127,2,0,2017-10-18,7,7,3,Jayson,5,2,True,Tatum,2,MIL,3,8,2192.0,1,BOS,1,0,9,2
128,3,0,2017-10-18,4,12,5,Jimmy,0,0,False,Butler,0,SAS,3,12,2126.0,1,MIN,3,2,4,3
129,1,1,2017-10-18,1,11,4,Wilson,0,0,False,Chandler,1,UTA,2,9,2061.0,2,DEN,4,1,2,1
130,3,1,2017-10-18,2,18,5,Eric,4,4,True,Bledsoe,2,POR,2,15,1766.0,2,PHO,6,1,4,5
131,0,0,2017-10-18,1,10,5,Jonathon,2,2,True,Simmons,1,MIA,4,12,1652.0,0,ORL,1,0,2,1
132,2,0,2017-10-18,4,12,4,Tyreke,2,2,True,Evans,1,NOP,3,11,1204.0,0,MEM,4,1,5,1
133,3,0,2017-10-18,2,4,2,Treveon,0,0,False,Graham,0,DET,1,5,1022.0,0,CHO,2,1,2,0
134,7,0,2017-10-18,12,10,3,Nikola,0,0,False,Jokic,0,UTA,1,7,2133.0,0,DEN,4,1,12,4
135,3,0,2017-10-18,3,25,7,Kyrie,2,1,True,Irving,1,MIL,1,17,2336.0,3,BOS,7,2,4,3
136,2,0,2017-10-18,1,3,2,Vince,0,0,True,Carter,0,HOU,1,6,851.0,0,SAC,3,2,1,1
137,0,0,2017-10-18,2,10,4,Josh,4,2,True,Jackson,0,POR,1,11,1921.0,0,PHO,2,1,2,0
138,2,0,2017-10-18,1,8,3,Emmanuel,0,0,False,Mudiay,0,UTA,1,8,1114.0,0,DEN,2,2,1,0
139,2,0,2017-10-18,3,3,2,Mike,0,0,False,Muscala,1,DAL,2,4,812.0,0,ATL,1,0,4,0
140,2,0,2017-10-18,3,4,2,D.J.,5,3,True,Augustin,1,MIA,1,7,977.0,0,ORL,1,0,4,2
141,2,1,2017-10-18,2,9,4,Josh,0,0,False,Richardson,0,ORL,3,10,2096.0,0,MIA,7,2,2,2
142,0,0,2017-10-18,0,3,2,Daniel,2,2,True,Theis,2,MIL,1,6,285.0,0,BOS,0,0,2,1
143,2,0,2017-10-18,2,6,3,Dwayne,0,0,False,Bacon,0,DET,1,8,1227.0,0,CHO,4,2,2,2
144,0,1,2017-10-18,0,3,2,Dwight,0,0,True,Powell,0,ATL,2,6,834.0,1,DAL,3,2,0,1
145,2,1,2017-10-18,2,9,3,Maurice,2,2,False,Harkless,3,PHO,3,8,1533.0,0,POR,1,0,5,2
146,1,0,2017-10-18,11,7,2,Jusuf,10,7,False,Nurkic,0,PHO,3,11,1381.0,1,POR,1,0,11,5
147,0,0,2017-10-18,0,3,2,Luke,0,0,False,Babbitt,1,DAL,0,5,535.0,0,ATL,2,1,1,0
148,2,0,2017-10-18,0,9,4,Devin,1,1,True,Harris,0,ATL,1,10,984.0,0,DAL,5,1,0,2
149,0,0,2017-10-18,2,4,2,Rodney,0,0,True,Hood,0,DEN,1,6,1060.0,0,UTA,3,2,2,0
150,2,0,2017-10-18,1,6,2,Timothe,0,0,False,Luwawu-Cabarrot,1,WAS,2,5,1101.0,1,PHI,3,1,2,0
151,0,2,2017-10-18,3,8,4,Bismack,2,1,True,Biyombo,2,MIA,3,9,964.0,0,ORL,0,0,5,3
152,4,1,2017-10-18,1,11,3,Donovan,4,4,True,Mitchell,0,DEN,1,10,1564.0,0,UTA,2,0,1,3
153,2,1,2017-10-18,1,5,3,Mason,0,0,False,Plumlee,1,UTA,5,6,954.0,0,DEN,0,0,2,1
154,0,0,2017-10-18,2,5,2,Marvin,2,1,False,Williams,0,DET,2,7,1599.0,0,CHO,4,2,2,0
155,0,1,2017-10-18,3,2,1,Alec,0,0,True,Peters,0,POR,0,3,636.0,0,PHO,2,1,3,0
156,0,0,2017-10-18,2,6,3,Mike,0,0,True,Scott,0,PHI,0,7,890.0,0,WAS,3,1,2,1
157,0,0,2017-10-18,1,4,2,Troy,0,0,True,Daniels,0,POR,2,6,1277.0,1,PHO,4,2,1,1
158,0,0,2017-10-18,3,4,2,Meyers,4,2,False,Leonard,1,PHO,1,6,636.0,0,POR,1,0,4,1
159,0,3,2017-10-18,1,1,0,Ekpe,2,2,True,Udoh,1,DEN,0,2,779.0,0,UTA,0,0,2,1
160,1,0,2017-10-18,4,4,2,Tony,0,0,False,Snell,0,BOS,4,5,1769.0,0,MIL,3,1,4,0
161,1,0,2017-10-18,2,3,1,Tyus,1,1,False,Jones,0,SAS,1,3,1386.0,1,MIN,0,0,2,0
162,2,0,2017-10-18,1,6,2,Jamal,2,2,False,Murray,1,UTA,2,8,1199.0,0,DEN,5,2,2,3
163,0,0,2017-10-18,2,5,3,Quincy,0,0,False,Acy,0,IND,3,9,954.0,0,BRK,5,3,2,3
164,3,0,2017-10-18,0,2,1,T.J.,0,0,False,McConnell,0,WAS,0,2,895.0,0,PHI,0,0,0,0
165,2,1,2017-10-18,2,4,1,Patty,0,0,True,Mills,0,MIN,3,3,1346.0,2,SAS,2,1,2,1
166,0,0,2017-10-18,1,5,2,Justin,0,0,True,Jackson,1,HOU,1,5,1166.0,0,SAC,2,1,2,0
167,1,0,2017-10-18,1,1,1,Josh,0,0,False,Magette,0,DAL,2,3,254.0,0,ATL,1,1,1,0
168,1,1,2017-10-18,0,3,2,P.J.,0,0,False,Tucker,2,SAC,4,6,1746.0,0,HOU,3,2,2,3
169,0,1,2017-10-18,2,11,3,T.J.,2,2,True,Warren,2,POR,1,8,1673.0,0,PHO,1,0,4,1
170,1,0,2017-10-18,0,4,1,Jake,0,0,False,Layman,0,PHO,2,3,720.0,2,POR,2,1,0,0
171,0,0,2017-10-18,1,0,0,Eric,0,0,True,Moreland,0,CHO,2,0,702.0,3,DET,0,0,1,0
172,2,0,2017-10-18,3,3,1,Ian,0,0,False,Clark,0,MEM,3,3,1265.0,1,NOP,3,1,3,1
173,0,0,2017-10-18,5,14,4,Dirk,1,0,True,Nowitzki,1,ATL,3,10,1469.0,0,DAL,7,2,6,0
174,1,0,2017-10-18,0,4,2,Abdel,0,0,True,Nader,0,MIL,1,4,686.0,0,BOS,1,0,0,0
175,3,0,2017-10-18,0,4,2,Jordan,0,0,False,Crawford,1,MEM,4,5,760.0,0,NOP,2,1,1,2
176,0,0,2017-10-18,1,3,2,Aron,0,0,True,Baynes,1,MIL,4,4,958.0,0,BOS,0,0,2,0
177,2,1,2017-10-18,2,5,1,Dario,1,1,False,Saric,1,WAS,3,3,1362.0,0,PHI,2,0,3,0
178,1,0,2017-10-18,1,6,2,Joffrey,0,0,True,Lauvergne,2,MIN,0,4,774.0,0,SAS,0,0,3,1
179,0,0,2017-10-18,1,4,2,Malcolm,0,0,False,Delaney,0,DAL,1,5,679.0,0,ATL,2,1,1,1
180,0,0,2017-10-18,4,4,1,Luc,2,2,False,Mbah,0,SAC,0,4,1441.0,0,HOU,2,0,4,1
181,1,0,2017-10-18,1,2,1,JaMychal,0,0,True,Green,0,NOP,1,2,233.0,0,MEM,0,0,1,0
182,0,0,2017-10-18,0,1,1,Kenneth,0,0,False,Faried,1,UTA,0,2,369.0,0,DEN,0,0,1,1
183,3,0,2017-10-18,2,11,3,Taj,0,0,False,Gibson,2,SAS,3,6,1629.0,1,MIN,2,0,4,2
184,1,0,2017-10-18,2,9,3,Tyler,0,0,False,Johnson,0,ORL,2,7,1278.0,0,MIA,3,1,2,1
185,2,0,2017-10-18,1,5,1,Gorgui,0,0,False,Dieng,3,SAS,1,2,810.0,1,MIN,1,0,4,2
186,2,1,2017-10-18,1,1,0,Derrick,0,0,True,Jones,0,POR,1,0,636.0,0,PHO,1,0,1,0
187,0,0,2017-10-18,1,2,1,Semi,0,0,True,Ojeleye,0,MIL,0,3,699.0,0,BOS,2,1,1,1
188,0,0,2017-10-18,1,3,1,Damien,0,0,True,Wilkins,0,BRK,1,2,661.0,1,IND,2,0,1,0
189,0,1,2017-10-18,2,3,1,Tyson,4,2,True,Chandler,1,POR,4,4,1377.0,1,PHO,0,0,3,2
190,0,0,2017-10-18,1,4,1,Thon,0,0,False,Maker,2,BOS,1,2,825.0,1,MIL,1,0,3,1
191,0,0,2017-10-18,2,4,2,Timofey,0,0,False,Mozgov,1,IND,1,4,864.0,0,BRK,1,0,3,2
192,0,1,2017-10-18,3,6,2,Jon,1,0,True,Leuer,0,CHO,0,4,1161.0,0,DET,1,0,3,1
193,2,0,2017-10-18,4,9,1,Frank,2,2,False,Kaminsky,0,DET,0,4,1392.0,0,CHO,5,0,4,0
194,4,0,2017-10-18,2,9,1,Mario,5,3,True,Chalmers,0,NOP,3,5,1534.0,0,MEM,4,0,2,0
195,0,1,2017-10-18,6,5,0,Dragan,2,2,True,Bender,1,POR,1,2,1249.0,1,PHO,3,0,7,2
196,4,0,2017-10-18,2,5,1,Spencer,0,0,False,Dinwiddie,1,IND,2,2,992.0,0,BRK,1,0,3,2
197,2,1,2017-10-18,3,2,0,Demetrius,0,0,False,Jackson,0,SAC,1,0,614.0,1,HOU,1,0,3,2
198,1,1,2017-10-18,2,1,0,T.J.,0,0,True,Leaf,0,BRK,3,0,570.0,0,IND,1,0,2,0
199,1,0,2017-10-18,1,0,0,Malik,0,0,False,Beasley,0,UTA,0,0,91.0,0,DEN,0,0,1,1
200,0,0,2017-10-18,0,0,0,Cheick,0,0,False,Diallo,0,MEM,0,0,50.0,0,NOP,0,0,0,0
201,0,0,2017-10-18,0,0,0,Bryn,0,0,True,Forbes,0,MIN,0,0,10.0,0,SAS,0,0,0,0
202,0,0,2017-10-18,0,0,0,Juan,0,0,False,Hernangomez,0,UTA,0,0,352.0,0,DEN,0,0,0,0
203,0,0,2017-10-18,0,0,0,Trey,0,0,False,Lyles,0,UTA,0,0,91.0,0,DEN,0,0,0,0
204,0,0,2017-10-18,0,0,0,Brandon,0,0,True,Paul,0,MIN,0,0,10.0,0,SAS,0,0,0,0
205,0,0,2017-10-18,0,0,0,Rashad,0,0,False,Vaughn,0,BOS,0,0,204.0,0,MIL,0,0,0,0
206,0,0,2017-10-18,0,0,0,Derrick,0,0,True,White,0,MIN,0,0,10.0,0,SAS,0,0,0,0
207,0,0,2017-10-18,2,1,0,Davis,0,0,True,Bertans,0,MIN,0,0,256.0,0,SAS,1,0,2,0
208,0,0,2017-10-18,0,5,1,Wayne,1,1,False,Ellington,0,ORL,0,3,597.0,1,MIA,4,0,0,1
209,0,1,2017-10-18,6,4,1,Kosta,0,0,True,Koufos,0,HOU,3,2,1053.0,0,SAC,0,0,6,1
210,1,0,2017-10-18,2,2,0,Mirza,0,0,False,Teletovic,0,BOS,0,0,663.0,0,MIL,2,0,2,0
211,1,0,2017-10-18,4,7,2,Amir,2,1,False,Johnson,1,WAS,6,5,908.0,0,PHI,0,0,5,1
212,5,0,2017-10-18,0,1,0,Tim,0,0,True,Frazier,0,PHI,3,0,758.0,0,WAS,0,0,0,2
213,0,0,2017-10-18,0,1,0,Jason,0,0,True,Smith,1,PHI,1,0,424.0,0,WAS,1,0,1,0
214,0,2,2017-10-18,2,1,0,Tony,0,0,False,Allen,0,MEM,2,0,653.0,0,NOP,0,0,2,1
215,4,0,2017-10-18,4,11,2,Jrue,0,0,False,Holiday,2,MEM,5,4,2310.0,1,NOP,3,0,6,2
216,2,0,2017-10-18,2,6,0,Trevor,2,2,False,Ariza,0,SAC,1,2,1946.0,0,HOU,5,0,2,0
